lag,cause,exposure,analysis,exposure_change,central.est,ll.est,ul.est
1,All_violence,tmean,southwest,5,2.60%,-0.80%,5.90%
1,assault,tmean,southwest,5,1.30%,-1.90%,4.60%
1,suicide,tmean,southwest,5,18.70%,1.50%,35.80%
1,All_violence,tmean,upper_midwest,5,1.10%,-0.50%,2.80%
1,assault,tmean,upper_midwest,5,1.10%,-0.60%,2.70%
1,suicide,tmean,upper_midwest,5,6.80%,-1.40%,15.10%
1,All_violence,tmean,west,5,-0.40%,-4.90%,4.10%
1,assault,tmean,west,5,0.30%,-4.10%,4.80%
1,suicide,tmean,west,5,18.00%,-16.90%,53.00%
1,All_violence,tmean,poverty1,5,0.70%,-1.40%,2.80%
1,assault,tmean,poverty1,5,0.90%,-1.30%,3.00%
1,suicide,tmean,poverty1,5,0.00%,-6.70%,6.70%
1,All_violence,tmean,poverty2,5,1.30%,-0.10%,2.80%
1,assault,tmean,poverty2,5,1.50%,0.00%,3.00%
1,suicide,tmean,poverty2,5,7.50%,1.40%,13.70%
1,All_violence,tmean,poverty3,5,1.80%,0.50%,3.00%
1,assault,tmean,poverty3,5,1.60%,0.30%,2.80%
1,suicide,tmean,poverty3,5,5.80%,0.00%,11.70%
1,All_violence,tmean,poverty4,5,2.40%,1.20%,3.70%
1,assault,tmean,poverty4,5,2.30%,1.10%,3.60%
1,suicide,tmean,poverty4,5,5.00%,-1.10%,11.10%
1,All_violence,tmean,poverty5,5,2.90%,1.70%,4.00%
1,assault,tmean,poverty5,5,2.60%,1.50%,3.80%
1,suicide,tmean,poverty5,5,6.90%,0.40%,13.40%
1,All_violence,tmean,education1,5,1.70%,-0.10%,3.50%
1,assault,tmean,education1,5,1.60%,-0.20%,3.40%
1,suicide,tmean,education1,5,2.70%,-4.40%,9.80%
1,All_violence,tmean,education2,5,0.80%,-0.60%,2.30%
1,assault,tmean,education2,5,0.90%,-0.60%,2.30%
1,suicide,tmean,education2,5,3.70%,-2.30%,9.70%
1,All_violence,tmean,education3,5,2.10%,0.80%,3.40%
1,assault,tmean,education3,5,2.00%,0.80%,3.30%
1,suicide,tmean,education3,5,7.00%,1.20%,12.80%
1,All_violence,tmean,education4,5,1.90%,0.70%,3.10%
1,assault,tmean,education4,5,1.70%,0.50%,2.90%
1,suicide,tmean,education4,5,6.80%,0.90%,12.80%
1,All_violence,tmean,education5,5,3.40%,2.20%,4.70%
1,assault,tmean,education5,5,3.30%,2.00%,4.50%
1,suicide,tmean,education5,5,4.90%,-1.70%,11.50%
1,All_violence,tmean,nonwhite1,5,2.50%,0.20%,4.80%
1,assault,tmean,nonwhite1,5,2.30%,-0.10%,4.60%
1,suicide,tmean,nonwhite1,5,11.00%,3.90%,18.10%
1,All_violence,tmean,nonwhite2,5,2.40%,0.80%,4.00%
1,assault,tmean,nonwhite2,5,2.40%,0.80%,4.00%
1,suicide,tmean,nonwhite2,5,4.10%,-1.80%,10.00%
1,All_violence,tmean,nonwhite3,5,1.40%,0.00%,2.80%
1,assault,tmean,nonwhite3,5,1.50%,0.10%,2.90%
1,suicide,tmean,nonwhite3,5,3.80%,-2.70%,10.20%
1,All_violence,tmean,nonwhite4,5,2.30%,1.00%,3.50%
1,assault,tmean,nonwhite4,5,2.20%,1.00%,3.40%
1,suicide,tmean,nonwhite4,5,1.20%,-4.20%,6.60%
1,All_violence,tmean,nonwhite5,5,2.10%,1.10%,3.10%
1,assault,tmean,nonwhite5,5,1.90%,0.90%,2.90%
1,suicide,tmean,nonwhite5,5,8.30%,1.90%,14.60%
1,All_violence,tmean,nonwhite1_poverty1,5,3.40%,-1.70%,8.50%
1,assault,tmean,nonwhite1_poverty1,5,3.90%,-1.20%,9.00%
1,suicide,tmean,nonwhite1_poverty1,5,8.40%,-5.60%,22.50%
1,All_violence,tmean,nonwhite1_poverty5,5,1.20%,-3.90%,6.40%
1,assault,tmean,nonwhite1_poverty5,5,0.40%,-4.80%,5.70%
1,suicide,tmean,nonwhite1_poverty5,5,9.50%,-4.50%,23.50%
1,All_violence,tmean,nonwhite5_poverty1,5,0.90%,-5.40%,7.20%
1,assault,tmean,nonwhite5_poverty1,5,0.60%,-5.70%,6.90%
1,suicide,tmean,nonwhite5_poverty1,5,15.50%,-12.50%,43.60%
1,All_violence,tmean,nonwhite5_poverty5,5,2.80%,1.40%,4.20%
1,assault,tmean,nonwhite5_poverty5,5,2.50%,1.20%,3.90%
1,suicide,tmean,nonwhite5_poverty5,5,7.20%,-1.20%,15.70%
1,All_violence,wbgtmax,main,5,1.60%,1.10%,2.00%
1,assault,wbgtmax,main,5,1.50%,1.10%,1.90%
1,suicide,wbgtmax,main,5,3.70%,1.50%,5.90%
1,All_violence,wbgtmax,females,5,1.70%,1.10%,2.30%
1,assault,wbgtmax,females,5,1.60%,1.00%,2.20%
1,suicide,wbgtmax,females,5,2.40%,-0.40%,5.20%
1,All_violence,wbgtmax,males,5,1.40%,0.70%,2.10%
1,assault,wbgtmax,males,5,1.30%,0.70%,2.00%
1,suicide,wbgtmax,males,5,5.40%,2.10%,8.60%
1,All_violence,wbgtmax,0_24,5,1.70%,1.00%,2.40%
1,assault,wbgtmax,0_24,5,1.60%,0.90%,2.30%
1,suicide,wbgtmax,0_24,5,5.00%,1.70%,8.30%
1,All_violence,wbgtmax,25_44,5,1.50%,0.80%,2.30%
1,assault,wbgtmax,25_44,5,1.50%,0.70%,2.30%
1,suicide,wbgtmax,25_44,5,1.80%,-1.60%,5.10%
1,All_violence,wbgtmax,45_64,5,1.20%,0.30%,2.20%
1,assault,wbgtmax,45_64,5,1.20%,0.30%,2.10%
1,suicide,wbgtmax,45_64,5,4.80%,0.00%,9.50%
1,All_violence,wbgtmax,northeast,5,0.90%,0.00%,1.70%
1,assault,wbgtmax,northeast,5,0.90%,0.00%,1.70%
1,suicide,wbgtmax,northeast,5,1.70%,-2.30%,5.60%
1,All_violence,wbgtmax,northern_rockies_and_plains,5,1.70%,-0.10%,3.60%
1,assault,wbgtmax,northern_rockies_and_plains,5,1.80%,-0.10%,3.70%
1,suicide,wbgtmax,northern_rockies_and_plains,5,5.50%,-7.50%,18.50%
1,All_violence,wbgtmax,northwest,5,-2.00%,-4.60%,0.50%
1,assault,wbgtmax,northwest,5,-1.80%,-4.30%,0.70%
1,suicide,wbgtmax,northwest,5,-18.70%,-35.00%,-2.50%
1,All_violence,wbgtmax,ohio_valley,5,1.70%,1.00%,2.40%
1,assault,wbgtmax,ohio_valley,5,1.70%,1.00%,2.30%
1,suicide,wbgtmax,ohio_valley,5,4.00%,0.70%,7.20%
1,All_violence,wbgtmax,south,5,1.10%,0.20%,2.00%
1,assault,wbgtmax,south,5,1.20%,0.20%,2.10%
1,suicide,wbgtmax,south,5,-1.50%,-5.60%,2.50%
1,All_violence,wbgtmax,southeast,5,1.40%,0.70%,2.20%
1,assault,wbgtmax,southeast,5,1.30%,0.50%,2.00%
1,suicide,wbgtmax,southeast,5,2.50%,0.10%,4.90%
1,All_violence,wbgtmax,southwest,5,1.80%,-0.50%,4.20%
1,assault,wbgtmax,southwest,5,0.70%,-1.50%,3.00%
1,suicide,wbgtmax,southwest,5,8.30%,-2.20%,18.90%
1,All_violence,wbgtmax,upper_midwest,5,0.90%,-0.30%,2.20%
1,assault,wbgtmax,upper_midwest,5,0.80%,-0.40%,2.10%
1,suicide,wbgtmax,upper_midwest,5,6.70%,0.40%,12.90%
1,All_violence,wbgtmax,west,5,-0.20%,-2.90%,2.40%
1,assault,wbgtmax,west,5,0.20%,-2.40%,2.90%
1,suicide,wbgtmax,west,5,17.30%,-3.30%,38.00%
1,All_violence,wbgtmax,poverty1,5,0.60%,-0.90%,2.00%
1,assault,wbgtmax,poverty1,5,0.60%,-0.90%,2.00%
1,suicide,wbgtmax,poverty1,5,-0.30%,-4.70%,4.00%
1,All_violence,wbgtmax,poverty2,5,0.90%,-0.20%,1.90%
1,assault,wbgtmax,poverty2,5,1.00%,-0.10%,2.10%
1,suicide,wbgtmax,poverty2,5,5.10%,0.80%,9.40%
1,All_violence,wbgtmax,poverty3,5,1.30%,0.50%,2.20%
1,assault,wbgtmax,poverty3,5,1.30%,0.40%,2.10%
1,suicide,wbgtmax,poverty3,5,3.20%,-0.50%,6.90%
1,All_violence,wbgtmax,poverty4,5,1.90%,1.00%,2.80%
1,assault,wbgtmax,poverty4,5,1.70%,0.80%,2.70%
1,suicide,wbgtmax,poverty4,5,4.20%,-0.40%,8.80%
1,All_violence,wbgtmax,poverty5,5,2.10%,1.20%,3.00%
1,assault,wbgtmax,poverty5,5,2.00%,1.10%,2.80%
1,suicide,wbgtmax,poverty5,5,3.80%,-1.00%,8.70%
1,All_violence,wbgtmax,education1,5,0.90%,-0.40%,2.10%
1,assault,wbgtmax,education1,5,0.80%,-0.40%,2.10%
1,suicide,wbgtmax,education1,5,0.90%,-3.80%,5.50%
1,All_violence,wbgtmax,education2,5,0.80%,-0.20%,1.80%
1,assault,wbgtmax,education2,5,0.80%,-0.20%,1.90%
1,suicide,wbgtmax,education2,5,2.70%,-1.40%,6.70%
1,All_violence,wbgtmax,education3,5,1.80%,0.90%,2.70%
1,assault,wbgtmax,education3,5,1.70%,0.80%,2.60%
1,suicide,wbgtmax,education3,5,6.00%,1.50%,10.40%
1,All_violence,wbgtmax,education4,5,1.30%,0.40%,2.20%
1,assault,wbgtmax,education4,5,1.30%,0.40%,2.10%
1,suicide,wbgtmax,education4,5,3.30%,-0.70%,7.30%
1,All_violence,wbgtmax,education5,5,2.40%,1.50%,3.40%
1,assault,wbgtmax,education5,5,2.30%,1.40%,3.30%
1,suicide,wbgtmax,education5,5,2.90%,-1.90%,7.70%
1,All_violence,wbgtmax,nonwhite1,5,2.20%,0.50%,3.80%
1,assault,wbgtmax,nonwhite1,5,2.10%,0.40%,3.80%
1,suicide,wbgtmax,nonwhite1,5,6.40%,1.90%,10.90%
1,All_violence,wbgtmax,nonwhite2,5,1.70%,0.60%,2.90%
1,assault,wbgtmax,nonwhite2,5,1.70%,0.60%,2.90%
1,suicide,wbgtmax,nonwhite2,5,2.50%,-1.60%,6.60%
1,All_violence,wbgtmax,nonwhite3,5,0.80%,-0.20%,1.80%
1,assault,wbgtmax,nonwhite3,5,0.80%,-0.20%,1.80%
1,suicide,wbgtmax,nonwhite3,5,3.50%,-1.40%,8.40%
1,All_violence,wbgtmax,nonwhite4,5,1.80%,0.90%,2.70%
1,assault,wbgtmax,nonwhite4,5,1.70%,0.80%,2.60%
1,suicide,wbgtmax,nonwhite4,5,0.80%,-3.00%,4.50%
1,All_violence,wbgtmax,nonwhite5,5,1.60%,0.80%,2.30%
1,assault,wbgtmax,nonwhite5,5,1.40%,0.70%,2.20%
1,suicide,wbgtmax,nonwhite5,5,4.20%,-0.40%,8.90%
1,All_violence,wbgtmax,nonwhite1_poverty1,5,2.10%,-1.50%,5.60%
1,assault,wbgtmax,nonwhite1_poverty1,5,2.60%,-0.90%,6.10%
1,suicide,wbgtmax,nonwhite1_poverty1,5,2.20%,-7.00%,11.40%
1,All_violence,wbgtmax,nonwhite1_poverty5,5,1.30%,-2.60%,5.30%
1,assault,wbgtmax,nonwhite1_poverty5,5,1.00%,-3.00%,5.10%
1,suicide,wbgtmax,nonwhite1_poverty5,5,4.50%,-4.50%,13.50%
1,All_violence,wbgtmax,nonwhite5_poverty1,5,-0.40%,-4.90%,4.10%
1,assault,wbgtmax,nonwhite5_poverty1,5,-0.50%,-5.00%,4.00%
1,suicide,wbgtmax,nonwhite5_poverty1,5,9.50%,-8.00%,27.00%
1,All_violence,wbgtmax,nonwhite5_poverty5,5,2.00%,1.00%,3.10%
1,assault,wbgtmax,nonwhite5_poverty5,5,1.90%,0.90%,2.90%
1,suicide,wbgtmax,nonwhite5_poverty5,5,3.30%,-3.20%,9.80%
